x,y
120,107
120,108
120,109
120,110
121,104
121,105
121,106
121,107
121,108
121,109
121,110
128,103
128,104
128,105
128,106
128,107
128,108
128,109
128,110
132,104
132,105
132,106
132,107
132,108
132,109
132,110
133,73
133,74
133,75
133,76
133,77
133,78
133,79
133,80
133,81
133,82
133,83
133,84
133,85
133,86
133,87
133,88
133,89
133,90
133,91
133,92
133,93
133,94
133,95
133,96
133,97
133,98
133,99
133,100
133,101
133,102
133,103
134,53
134,54
134,55
134,56
134,57
134,58
134,59
134,60
134,61
134,62
134,63
134,64
134,65
134,66
134,67
134,68
134,69
134,70
134,71
134,72
135,62
135,63
135,64
135,65
135,66
135,67
135,68
135,69
135,70
135,71
135,72
135,73
135,74
135,75
135,76
135,77
135,78
135,79
135,80
135,81
135,82
135,83
135,84
135,85
135,86
135,87
135,88
135,89
135,90
135,91
135,92
135,93
135,94
136,95
136,96
136,97
136,98
136,99
136,100
136,101
136,102
136,103
136,104
136,105
136,106
136,107
136,108
136,109
136,110
243,102
243,103
243,104
243,105
243,106
243,107
243,108
243,109
243,110
244,104
244,105
244,106
244,107
244,108
244,109
244,110
262,108
262,109
262,110
263,95
263,96
263,97
263,98
263,99
263,100
263,101
263,102
263,103
263,104
263,105
263,106
263,107
263,108
263,109
263,110
265,110
267,103
267,104
267,105
267,106
267,107
267,108
267,109
267,110
268,88
268,89
268,90
268,91
268,92
268,93
268,94
268,95
268,96
268,97
268,98
268,99
268,100
268,101
268,102
268,103
268,104
268,105
268,106
268,107
268,108
268,109
268,110
274,109
274,110
278,81
278,82
278,83
278,84
278,85
278,86
278,87
278,88
278,89
278,90
278,91
278,92
278,93
278,94
278,95
278,96
278,97
278,98
278,99
278,100
278,101
278,102
278,103
278,104
278,105
278,106
278,107
278,108
278,109
278,110
279,94
279,95
279,96
279,97
279,98
279,99
279,100
279,101
279,102
279,103
279,104
279,105
279,106
279,107
279,108
279,109
279,110
280,109
280,110
282,109
282,110
284,105
284,106
284,107
284,108
284,109
284,110
288,108
288,109
288,110
297,110
299,109
299,110
303,110
305,109
305,110
310,110
327,87
327,88
327,89
327,90
328,85
328,86
328,87
329,88
329,89
329,90
